name_1,name_2,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
"Goodwill Industries of Greater New York & Northern New Jersey, Inc.",Latern House,512 Southern Boulevard,,BRONX,10455,718-993-1078,http://www.goodwillnynj.org/,40.811531,-73.9050,,1,,,1,,,,,,,,1,1,1,,,,
"Heights Hill Mental Health Service Community Advisory Board, Inc.","Rainbow Heights Club, Advocacy Services",25 Flatbush Avenue,3rd Floor,BROOKLYN,11217,718-852-5212,,40.687958,-73.9802,,1,,,1,,1,,,,,,1,1,1,,,,
"Hospital Audiences, Inc.",Recreation Program,33-02 Skillman Avenue,,QUEENS,11101,212-575-7676,http://hainyc.org/,40.746727,-73.9311,,1,,,1,,,,,1,,1,1,1,1,,,,
AREBA Casriel Inc,Chemical Dependency Outpt Services,255 West 36th Street,8th Floor,New York,10016,212-378-4545,www.acirehab.org,40.746240999999998,-73.975320999999994,1,,,1,,1,1,1,1,1,1,1,,1,,1,1,,
"Jewish Association for Services for the Aged, Inc.",Bronx Friendship House,2705 Schley Avenue,,BRONX,10465,718-863-8833,http://www.jasa.org/,40.821661,-73.8270,,1,,,1,,,,,,,,,,1,,,,
Daytop Village Inc/Integrated Outpt,Drug Treatment Manhattan Outreach,500 8th Avenue,3rd Floor,New York,10018,212-904-1500,www.daytop.org,40.752921999999998,-73.992626000000001,1,,1,1,,1,,,,,,1,,1,,1,,,
"Jewish Association for Services for the Aged, Inc.",Brooklyn Friendship House,202 Graham Avenue,,BROOKLYN,11206,718-922-5079,http://www.jasa.org/,40.708878,-73.9434,,1,,,1,,,,,,,,,,1,,,,
League School,Joan Fenichel Therapeutic Nursery,470 Vanderbilt Avenue,3rd Floor,Brooklyn,11238,718-643-5300,www.leaguecenter.org,40.683076999999997,-73.968019999999996,,1,,1,,,,,,,,1,,,,,,,
"Jewish Board of Family and Children's Services, Inc.Â ",Loss and Bereavement,135 West 50th Street,,NEW YORK,10020,212-582-9100,https://www.jbfcs.org/,40.760373,-73.9815,,1,1,1,,,1,,,,,1,1,1,,,,,
West Midtown Management Group OTP 1,,311 West 35th Street,3rd and 4th Floors,New York,10001,212-736-5900x106,www.westmidtownmedicalgroup.com,40.753120000000003,-73.993566999999999,1,,,1,,,,,,,,,1,1,,,,,
"Jewish Board of Family and Children's Services, Inc.Â ",CoD Peer Advocacy Program,195 Montague Street,8th Floor,BROOKLYN,11201,718-488-0100,https://www.jbfcs.org/,40.694015,-73.9914,1,1,1,1,,,,,,,,,1,1,,,,,
West Midtown Management Group,DBA West Midtown Medical Group,311 West 35th Street,,New York,10001,212-736-5900,http://westmidtownmedicalgroup.net,40.753120000000003,-73.993566999999999,1,,1,1,,1,1,,,1,,,1,1,,1,,,
West Midtown Management Group,OP 1,505 8th Avenue,4th Floor,New York,10018,212-736-5900,http://www.westmidtownmedicalgroup.net,40.753174999999999,-73.993111999999996,1,,1,1,,1,1,,,1,,,1,1,,1,,,
"Jewish Board of Family and Children's Services, Inc.Â ",Health Home Care Coordination for People with Mental Illness- Bronx (Adult),55 Westchester Square,,BRONX,10461,718-931-4045,https://www.jbfcs.org/,40.841468,-73.8433,,1,,1,,,,,,,,,1,1,,,,,
Bridge Back to Life Center Inc,Outpatient Services,500 8th Avenue,Suite 906,New York,10018,212-679-4960,www.bridgebacktolife.com,40.753045000000000,-73.992396999999997,1,,,1,,1,1,1,,1,1,1,1,1,,,1,,
"Jewish Board of Family and Children's Services, Inc.Â ",Bronx Home Based Crisis Intervention,521 West 239th Street,,BRONX,10463,718-601-2280,https://www.jbfcs.org/,40.889448,-73.9092,,1,1,1,,1,,,,,,,1,1,,,,,
TRI Center Inc,Chemical Dependency Trt/New York,1369 Broadway,2nd Floor,New York,10018,(212) 268-8830,www.tricenter.com,40.752050475314299,-73.987525580353704,1,,,1,,1,1,,1,1,1,,1,1,,,,,
Jewish Board of Family & Children's Services,JBFCS- Bay Ridge Counseling center,9201 4th Avenue,,BROOKLYN,11209,718-238-6444,https://www.jbfcs.org/,40.618225,-74.0302,,1,1,1,,1,,,,,,,1,1,,,,,
START Treatment and Recovery Centers,Fort Greene Clinic OTP,937 Fulton Street,2nd and 3rd Floors,Brooklyn,11238,718-789-1212,www.startny.org,40.683511000000003,-73.965609000000001,1,,,1,,1,,,,1,,,1,1,,1,,,
Jewish Board of Family & Children's Services,JBFCS Brooklyn PROS Possibilities,195 Montague Street,,BROOKLYN,11201,718-488-0100,https://www.jbfcs.org/,40.694015,-73.9914,,1,1,1,,,,,,,,1,1,1,,,,,
Brooklyn Center for,Psychotherapy Inc,300 Flatbush Avenue,,Brooklyn,11217,718-622-2000,http://www.bcp300.com/,40.678226000000002,-73.973603999999995,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Jewish Board of Family & Children's Services,JBFCS Ittleson Center For Children Research,5050 Iselin Avenue,,BRONX,10471,718-549-6700,https://www.jbfcs.org/,40.899016,-73.9054,,1,1,1,,1,,,,,,,1,1,,,,,
Bedford/Stuyvesant Alc Trt Center,Holoman Halfway House,722 Myrtle Avenue,3rd Floor,Brooklyn,11205,(718) 636-4211,,40.694806659880399,-73.954303540230796,1,,1,1,,,,,,,,,1,1,,1,,,1
Jewish Board of Family & Children's Services,JBFCS Madeleine Borg JW Beatman Counseling Center,521 West 239th Street,,BRONX,10463,718-601-2280,https://www.jbfcs.org/,40.889448,-73.9092,,1,1,1,,1,,,,,,1,1,1,,,,,
Bedford/Stuyvesant Alc Trt Center,Outpatient Rehab,722 Myrtle Avenue,2nd Floor,Brooklyn,11205,(718) 636-4200,,40.694806659880399,-73.954303540230796,1,,1,1,,,,,,,,,1,1,,1,,,
Jewish Child Care Association of New York,JCCA Brooklyn Child & Adolescfent Guidance Services,858 E. 29th Street,,NEW YORK,10016,718-859-4500,http://www.jccany.org,40.739899,-73.9739,1,1,1,1,,1,,,,,,1,1,,,,,,
New York Therapeutic,Serendipity II,944 Bedford Avenue,,Brooklyn,11205,(718) 802-0572 23,www.staynout.org,40.692498055940902,-73.955690068632293,1,,1,1,,1,,,,1,1,,1,1,,,,,1
JGB Mental Health and Mental Retardation Svcs,"JBG Mental Health and Mental Retardation Services, Inc. CTP",1630 East 15th Street,,BROOKLYN,11229,212-769-6259,,40.609688,-73.9584,1,1,1,1,,1,,,,,,,,,,,,,
Phoenix House,Prospect Place Community Residence,174 Prospect Place,,Brooklyn,11238,718-789-4616,www.phoenixhouse.org,40.677965999999998,-73.971036999999995,1,,1,1,,1,,,,,,,1,1,,1,,,1
Lutheran Medical Center,Sunset Park Mental Health Center,514  West 49th Street,,NEW YORK,10019,718-431-2600,http://www.lutheranhealthcare.org,40.764550,-73.9934,1,1,1,1,,1,1,,,1,1,,1,1,,,,,
Outreach Development Corp OP 2,,960 Manhattan Avenue,2nd and 3rd Floor,Brooklyn,11222,718-847-9233,www.opiny.org,40.732059999999997,-73.954233000000002,1,,1,1,,1,,,,,,1,,1,,1,,,
Lutheran Medical Center,Sunset Park Mental Health Center,4004 Fourth Avenue,,BROOKLYN,11232,718-431-2600,http://www.lutheranhealthcare.org,40.651976,-74.0068,1,1,1,1,,1,1,,,1,1,1,1,,,,,,
"Palladia, Inc.",Ujima House Cr,1806-08 3rd Avenue,,NEW YORK,10029,718-294-4184,http://www.palladiainc.org/,40.787915,-73.9473,1,1,,1,,1,,,,,,,,1,,,,,
"Palladia, Inc.",Cti Harlem Op,177 E. 122nd Street,,NEW YORK,10035,212-979-8800,http://www.palladiainc.org/,40.802095,-73.9379,1,1,,,,1,,,,,,,,1,,,,,
"Palladia, Inc.",Esperanza Transitional Shelter Cr,170 E. 107th Street,,NEW YORK,10029,212-722-7501,http://www.palladiainc.org/,40.792577,-73.9449,1,1,,1,,1,,,,1,,,,1,,,,,
Legal Action Ctr Of The City Of Ny,"Legal Action Ctr., City Of New York",225 Varick Street,,NEW YORK,10014,212-243-1313,http://lac.org/,40.729164,-74.0052,1,,,,,,,,,1,,,,1,,,,,
"Qsa Services, Inc.D/B/A  Pac Of Queens",The Pac Program Op,40-11 Warren Street,,QUEENS,11373,718328-2605,,40.748746,-73.8701,1,1,,1,,1,,,,,,,1,1,1,,,,
"Reborn For New Life, Llc","Reborn For New Life, Llc Op",400 Liberty Avenue,,BROOKLYN,11207,646-251-1400,,40.674606,-73.8950,,,,1,,,,,,,,,,,,,,,
"Ohel Children's Home & Family Services, Inc.",Ohel - Tikvah Clinic,2925 A. Kings Highway,,QUEENS,11229,718-382-0045,http://www.ohelfamily.org/,40.595661,-73.7438,1,,1,1,,1,,,,,1,1,1,1,1,,,,
"Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah Family Services Center,18 Middleton Street,,BROOKLYN,11206,718-875-6900,http://www.pesachtikvah.org/,40.700297,-73.9552,,1,,1,,1,,,,,,,,1,,,,,
"Pesach Tikvah-Hope Development, Inc.",Pesach Tikvah Family Services Center,4111 18th Avenue,,BROOKLYN,11218,718-875-6900,http://www.pesachtikvah.org/,40.631802,-73.9749,,1,,1,,1,,,,,,,,1,,,,,
"Postgraduate Center for Mental Health, Inc.",Center for Adult Psychotherapy,71 West 23rd Street,,NEW YORK,10010,212-576-4104,http://www.pgcmh.org/,40.742440,-73.9916,,1,1,1,,1,,,,,,1,1,1,,,,,
"Postgraduate Center for Mental Health, Inc.",PCMH Brooklyn ACT,164 20th Street,,BROOKLYN,11232,718-431-8725,http://www.pgcmh.org/,40.663608,-73.9956,,1,,1,,,,,,,,1,1,1,,,,,
Williamsburg Clinic,Williamsburg Clinic,790 Broadway,,BROOKLYN,11206,718-388-5176,,40.699983,-73.9406,,1,1,1,,1,,,,,,1,1,1,1,,,,
Jamaica Hospital Medical Center CPEP,Jamaica Hospital Medical Center CPEP,8900 Van Wyck Expressway,,QUEENS,11418,718-206-7099,http://jamaicahospital.org/,40.701153,-73.8161,,1,1,1,,1,,,,,,,,1,,,,,
Jamaica Hospital Mental Health Clinic,Jamaica Hospital Mental Health Clinic,90-09 Van Wyck Expressway,,QUEENS,11435,718-206-5575,http://jamaicahospital.org/,40.700520,-73.8150,,1,1,1,,1,,,,,,1,1,1,1,,,,
Bronx Counseling (Resource) Center Clinic,Bronx Studio School for Writers and Artists,928 Simpson Street,,BRONX,10459,718-881-7600,,40.820578,-73.8931,,1,1,1,,1,,,,,,,1,,,,,,
Bronx Counseling (Resource) Center Clinic,Child and Family Clinic Plus at Evander,800 East Gun Hill Road,,BRONX,10467,718-881-7600,,40.875952,-73.8619,,1,1,1,,1,,,,,,1,1,1,,,,,
Brooklyn Counseling (Resource) Center Clinic,Maimonides Geriatric Integrated Care at 57th Street,1250 57th Street,,BROOKLYN,11219,718-998-3235,,40.631195,-73.9978,,1,1,1,,1,,,,,,,,1,,,,,
"Staten Island Mental Health Society, Inc.",Day Treatment South,6581 Hylan Boulevard,,STATEN ISLAND,10309,718-984-4589,https://simhs.org/,40.508770,-74.2226,,1,1,1,,1,,,,,,,1,,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,11 Clove Lake Place,,STATEN ISLAND,10310,718-442-2225,https://simhs.org/,40.628169,-74.1169,,1,1,1,,1,,,,,,1,1,1,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,101 Warren Street,,STATEN ISLAND,10304,718-442-2225,https://simhs.org/,40.620346,-74.0816,,1,1,1,,1,,,,,,1,1,1,,,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,100 Tompkins Avenue,,STATEN ISLAND,10305,718-442-2225,https://simhs.org/,40.622454,-74.0785,,1,1,1,,1,,,,,,1,1,1,,,,,
Samaritan Village Inc,Drug Residential Treatment Program,327 West 43rd Street,,New York,10036,212-333-5445,www.samaritanvillage.org,40.758177154999800,-73.990052750346607,1,,,,,,,1,,,,1,1,1,,,1,,1
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,80 Monroe Avenue,,STATEN ISLAND,10301,718-442-2225,https://simhs.org/,40.639699,-74.0791,,1,1,1,,1,,,,,,1,1,1,,,,,
Joan and Sanford I Weill Med College,Midtown Ctr for Trt and Research OP,56 West 45th Street,9th Floor,New York,10036,212-764-5178-11,www.midtowntreatmentcenter.org,40.756166000000000,-73.981876999999997,1,,,1,,1,,1,1,,,,1,1,,,1,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,80 Maple Parkway,,STATEN ISLAND,10303,718-442-2225,https://simhs.org/,40.631789,-74.1564,,1,1,1,,1,,,,,,1,1,1,,,,,
Community Healthcare Network,CABS Health Center,94-98 Manhattan Avenue,,Brooklyn,11206,718-486-4564,http://www.chnnyc.org/,40.705637000000003,-73.944395999999998,,,1,1,,1,1,,,1,,,1,1,1,1,,,
"Staten Island Mental Health Society, Inc.",Staten Island Mental Health Society CHAIT Clinic,140 Palma Drive,,STATEN ISLAND,10304,718-442-2225,https://simhs.org/,40.611507,-74.0831,,1,1,1,,1,,,,,,1,1,1,,,,,
Children of Promise NYC,CPNYC Mental Health Unit,600 Lafayette Avenue,4th Floor,Brooklyn,11216,718-483-9290,www.cpnyc.org,40.689821999999999,-73.950783000000001,,1,1,1,,1,1,,,1,,1,1,1,,1,,,
"The Child Center of NY, Inc.",The Child Center of NY - Flushing Clinic,147-26 25th Drive,,QUEENS,11354,718-358-8288,http://childcenterny.org/index.php,40.775253,-73.8193,,,,1,,1,,,,,,1,,,,,,,
Kingsboro Psychiatric Center,Williamsburg Clinic,10 Manhattan Avenue,,Brooklyn,11206,718-388-3075,,40.702407999999998,-73.944004000000007,,1,1,1,,1,,,,,,,1,1,1,1,,,
"The Child Center of NY, Inc.",The Child Center of NY - Flushing Clinic,154-60 17th Avenue,,QUEENS,11357,718-358-8288,http://childcenterny.org/index.php,40.783649,-73.8078,,,,1,,1,,,,,,1,,,,,,,
SUS Mental Health Programs Inc,ACT Program Queens,1125 Fulton Street,3rd Floor,Brooklyn,11238,347-505-0160,http://sus.org,40.681564999999999,-73.956667999999993,,,1,1,,,,1,,1,,,1,1,1,,1,,
"The Child Center of NY, Inc.",The Child Center of NY - South Jamaica Clinic,1600 Central Avenue,,QUEENS,11691,718-659-4000,http://childcenterny.org/index.php,40.605181,-73.7519,,,,1,,1,,,,,,1,,,,,,,
Services for the UnderServed,SUS/Wellness Works Mental Hlth Clinic,1125 Fulton Street,2nd Floor,Brooklyn,11238,347-226-9025,http://www.sus.org,40.681564999999999,-73.956667999999993,,1,1,1,,1,1,,,,,,1,1,1,,,,
"The Child Center of NY, Inc.",The Child Center of NY - Woodside Clinic,28-37 29th Street,,QUEENS,11102,718-458-4243,http://childcenterny.org/index.php,40.768984,-73.9224,,,,1,,1,,,,,,1,,,,,,,
BGR Services CD OP,DBA The PAC Program of Brooklyn,7 Debevoise Street,2nd Floor,Brooklyn,11206,(718) 388-5950,www.thepacprogram.com,40.701428999999997,-73.943098000000006,1,,1,1,,1,,,,,,1,,1,,1,,,
"The Child Center of NY, Inc.",The Child Center of NY - Woodside Clinic,14-14 29th Avenue,,QUEENS,11103,718-458-4243,http://childcenterny.org/index.php,40.771335,-73.9290,,,,1,,1,,,,,,1,,,,,,,
South Brooklyn Medical Admin Servs,South Brooklyn Med Servs/MMTP Clinic,685 3rd Avenue,,Brooklyn,11232,718-788-2594x117,,40.663848000000002,-73.997094000000004,1,,,1,,,,,,,,,1,1,,,,,
"The Child Center of NY, Inc.",The Child Center of NY - Woodside Clinic,60-02 Roosevelt Avenue,,QUEENS,11377,718-458-4243,http://childcenterny.org/index.php,40.745486,-73.9042,,,,1,,1,,,,,,1,,,,,,,
First Steps to Recovery Inc,CD Outpatient,312 West 47th Street,Ground Floor,New York,10036,(212) 397-3711,www.firststepstorecovery.com,40.760485758939197,-73.987805618109704,1,,,1,,1,1,1,,1,1,,1,1,,1,1,,
Interborough Develpomental and,Consultation Ctr/Williamsburg Clinic,819 Grand Street,,Brooklyn,11211,718-388-5176,http://www.interborough.org,40.711981000000002,-73.940661000000006,,1,1,1,,1,,,,,,1,1,1,1,1,,,
The Family Center,Irene LeeKong Health and Wellness Institute at TFC,493 Nostrand Avenue,,BROOKLYN,11216,718-230-1379,http://www.thefamilycenter.org/,40.680555,-73.9495,,1,,1,,1,,,,,,1,1,,,,,,
"The Floating Hospital, Inc.",Floating Hospital Clinic,10-29 41st Avenue,,QUEENS,11101,718-784-2240,http://www.thefloatinghospital.org/,40.755449,-73.9452,1,1,1,1,,1,,,,,1,,,1,,,,,
"The Floating Hospital, Inc.",,"41-40 27th Street, LIC",,QUEENS,11101,,http://www.thefloatinghospital.org/,40.751296,-73.9388,1,1,,,,1,,,,,1,,,1,,,,,
"Bleuler Psychotherapy Center, Inc.",Bleuler Psychotherapy Center,104-70 Queens Boulevard,,QUEENS,11375,718-275-6010,http://www.bleulerpsychotherapycenter.org/,40.723369,-73.8482,,1,1,1,,1,,,,,,1,1,1,1,,,,
"Eating Disorder Treatment of New York, LLC",Eating Disorder Treatment of New York,117 West 72nd Street,,NEW YORK,10023,888-228-1253,http://www.montenido.com/facilities/eating_disorder_treatment_of_new_york,40.777734,-73.9795,1,1,,,,1,,,,,,,1,1,,,,,
"Federation of Org. f/t NYS Ment.Disabled, Inc",Federation of Organizations ACT Program,105-01 101st Avenue,,QUEENS,11416,718-850-7099,http://fedoforg.org,40.686542,-73.8380,1,1,,1,,,,,,,,,,,,,,,
"Federation of Org. f/t NYS Ment.Disabled, Inc",Federation of Organizations Brooklyn Manor Adult Home I Clin,2830 Pitkin Avenue,,BROOKLYN,11208,718-235-0900,http://fedoforg.org,40.676002,-73.8678,1,1,,,,,,,,,,,,1,,,,,
Jewish Child Care Association of New York,Children's Services Expansion,858 East 29th Street,,BROOKLYN,11210,917-808-4800,http://www.jccany.org/,40.629855,-73.9484,,1,,1,,,,,,,,1,1,1,,,,,
"Lenox Hill Neighborhood House, Inc.",Peer Advocacy,643 Park Avenue,3rd Floor,NEW YORK,10065,212-218-0515,http://www.lenoxhill.org/,40.767490,-73.9664,,1,,,1,,,,,,,,,1,,,,,
"National Alliance for the Mentally Ill of New York City, Inc.",Advocacy Services,505 Eighth Avenue,Suite 1103,NEW YORK,10018,212-684-3365,http://www.naminycmetro.org/,40.753046,-73.9928,,1,,,1,,,,,,,,,1,,,,,
"NYSARC, Inc. New York City Chapter",Job Connection Center,57 Willoughby Street,4th Floor,BROOKLYN,11201,718-246-1507,http://www.nysarc.org/,40.692216,-73.9866,,1,,1,,,,,,,,,,1,1,,,,
Saint Dominic's Home,Blended Case Management (Children's),2341 Dr Martin Luther King Jr Blvd,,BRONX,10468,718-584-4407,http://www.stdominicshome.org/,40.861441,-73.9061,,1,,,1,,,,,,,1,,,,,,,
"Sky Light Center, Inc.",Assisted Competitive Employment,307 St. Mark's Place,,STATEN ISLAND,10301,718-720-2585,http://www.skylightcenter.org/,40.642480,-74.0784,,1,,,1,,,,,,,,,1,,,,,
"Urban Pathways, Inc.",Assisted Competitive Employment,575 Eighth Avenue,,NEW YORK,10018,212-736-7385,http://www.urbanpathways.org/,40.754951,-73.9914,,,,,1,,,,,,,,,1,,,,,
"Venture House, Inc.","Venture House, Inc.",150-10 Hillside Avenue,,QUEENS,11432,718-658-7201,http://www.venturehouse.org/,40.706717,-73.8062,,1,,,,,,,,,,,,1,1,,,,
Visiting Nurse Service of New York,Visiting Nurse Bronx ACT Program,349 E. 149th Street,,BRONX,10451,718-742-5155,http://www.vnsny.org/,40.816669,-73.9199,,1,,1,,,,,,,,1,1,,,,,,
Visiting Nurse Service of New York,VNS Children and Adolescent MH Clinic at FRIENDS,470 Jackson Avenue,Room 117,BRONX,10455,718-742-7000,http://www.vnsny.org/,40.811161,-73.9098,,1,,1,,1,,,,,,1,1,,,,,,
"Advanced Center for Psychotherapy, Inc.",Advanced Center for Psychotherapy Forest Hills,103-26 68th Road,,QUEENS,11375,718-261-3330,http://jamaicahospital.org/index.php/clinical-services/psychiatry/advanced-center-of-psychotherapy/,40.725308,-73.8494,1,1,1,1,,1,,,,,,1,1,1,1,,,,
"ACMH, Inc.",Health Home Care Coordination for People with Mental Illness - Manhattan (Adult),545 8th Avenue,9th Floor,NEW YORK,10018,212-543-0592,http://www.acmhnyc.org/,40.754268,-73.9919,1,1,,,1,,,,,,,,,1,,,,,
"Baltic Street AEH, Inc.",Geriatric Peer Advocacy,681 Clarkson Avenue,Building 25,BROOKLYN,11203,718-774-1072,http://www.balticstreet.org/,40.656183,-73.9378,,1,,,1,,,,,,,,,,1,,,,
"Baltic Street AEH, Inc.",NetWORKPlus I,25 Flatbush Avenue,2nd Floor,BROOKLYN,11217,718-377-8567,http://www.balticstreet.org/,40.687958,-73.9802,,1,,,1,,,,,,,,,1,,,,,
"Baltic Street AEH, Inc.",NetWORKPlus West,1083 McDonald Avenue,,BROOKLYN,11230,718-377-8567,http://www.balticstreet.org/,40.626853,-73.9764,,1,,,1,,,,,,,,,1,1,,,,
Berkshire Farm Center and Services for Youth,MICA Network,4419 3rd Avenue,# 3C,NEW YORK,10467,718-220-4247,http://www.berkshirefarm.org/,40.851845,-73.8930,1,1,,,1,,,,,,,,1,,,,,,
"Bowery Residents' Committee, Inc.",Health Home Care Coordination for People with Mental Illness - Manhattan (Adult),80 Centre Street Room,200B,NEW YORK,10013,917-749-1737,http://www.brc.org/,40.715446,-74.0018,,1,,,,,,,,,,,,1,,,,,
"Center for Urban Community Services, Inc.",Assertive Community Treatment,665 Pelham Pkwy,North Suite 402,BRONX,10467,718-519-8326,http://www.cucs.org/,40.857760,-73.8691,,1,,,1,,,,,,,,,1,1,,,,
"Center for Urban Community Services, Inc.",Assisted Competitive Employment,14 East 28th Street,,NEW YORK,10016,212-471-0792,http://www.cucs.org/,40.744290,-73.9863,,1,,,1,,,,,,,,,1,1,,,,
"Center for Urban Community Services, Inc.",Outreach - PPOH,198 East 121st Street,,NEW YORK,10035,,http://www.cucs.org/,40.801192,-73.9378,,1,,,1,,,,,,,,,1,1,,,,
"Community Association of Progressive Dominicans, Inc.",Audubon Ballroom Youth,513 West 207th Street,,NEW YORK,10034,212-568-4872,http://www.acdp.org/,40.865036,-73.9194,,1,,,,,,,,,,1,1,,,,,,
"EAC, Inc.",Court based Intervention and Resource Teams (CIRT) - Bronx,1020 Grand Concourse,,BRONX,10451,718-538-7416,http://www.eacinc.org/,40.827961,-73.9202,1,,,,,,,,,,,,,1,,,,,
"EAC, Inc.",Court Based Intervention and Resource Teams (CIRT) - Staten Island,120 Stuyvesant Place,Suite 410,STATEN ISLAND,10301,718-727-9722,http://www.eacinc.org/,40.642991,-74.0769,1,,,,,,,,,,,,,1,,,,,
"Fedcap Rehabilitation Services, Inc.",The Chelton Loft,104-106 East 126th Street,Suite 4D,NEW YORK,10035,212-727-4361,http://www.fedcap.org,40.805517,-73.9380,1,1,,1,,,,,,,,,,1,,,,,
"Fountain House, Inc.",Fountain House Independent Employment Program,425 West 47th Street,,NEW YORK,10036,212-582-0340,http://www.fountainhouse.org/,40.762000,-73.9912,,1,,,1,,,,,,,,1,1,,,,,
"Fountain House, Inc.",Fountain House Bronx Psychosocial Clubhouse,564 Walton Avenue,,BRONX,10451,,http://www.fountainhouse.org/,40.819359,-73.9281,,1,,,1,,,,,,,,,1,,,,,
Fund for the City of New York,Court Based Intervention and Resource Teams (CIRT) - Brooklyn,120 Schermerhorn Street,,BROOKLYN,11201,347-401-9076,http,40.690073,-73.9889,,1,,,1,,,,,,,,,1,,,,,
Goddard-Riverside Community Center,Homeless Assertive Community Treatment,965 Columbus Avenue,,NEW YORK,10025,212-531-2727,http://www.goddard.org/,40.800151,-73.9621,,1,,1,,,,,,,,,,1,,,,,
Goddard-Riverside Community Center,TOP Opportunities,577 Columbus Avenue,,NEW YORK,10024,646-505-1088,http://www.goddard.org/,40.787649,-73.9713,,1,,,1,,,,,,,,,1,,,,,
Park Slope Ctr for Mental Health Inc,Child and Family Center,257 15th Street,Suite A,Brooklyn,11215,718-788-5101,http://parkslopecenter.org,40.664999999999999,-73.987629999999996,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Woodhull Medical Center,Division of Substance Abuse,760 Broadway,,Brooklyn,11206,718-963-5910,http://www.hhc.org,40.699474000000002,-73.942794000000006,1,,,1,,1,,,,,,,1,1,,1,,1,
NYC/HHC Woodhull Medical MH Ctr,,760 Broadway,,Brooklyn,11206,718-963-8337,,40.699474000000002,-73.942794000000006,,1,1,1,,1,,,,,,1,1,1,1,1,,1,
Woodhull Medical Center,Div of Chemical Dep/Dept of Psych,760 Broadway,Room 9-B 211,Brooklyn,11206,718-963-5910,www.hhc.com,40.699474000000002,-73.942794000000006,1,,1,1,,1,,,,,,,1,1,,1,,,
Puerto Rican Family Institute Inc,Brooklyn Mental Health Clinic,28 Debevoise Street,5th Floor,Brooklyn,11206,718-963-4430,http://www.prfi.org,40.701636000000001,-73.941631000000001,,1,1,1,,1,,,,,,1,1,1,1,,,,
Park Slope Ctr for Mental Health Inc,,348 13th Street,Suite 203,Brooklyn,11215,718-788-2461,http://www.parkslopecenter.org,40.665073999999997,-73.985299999999995,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Fountain House Inc,Wanaque Residence,359 West 47th Street,,New York,10036,212-582-0340,,40.761597000000002,-73.989768999999995,,1,1,1,,,,,,,,,1,1,1,,,,1
Interfaith Medical Center,MMTP,882 Bergen Street,,Brooklyn,11238,718-613-7511,www.interfaithmedical.org,40.677256488808098,-73.958128446166000,1,,,1,,,,,,,,,1,1,,,,,
New York Center for Living Inc,Center for Living Spec OP Mobile,224-226 East 52nd Stre,,New York,10022,212-712-8819,http://www.centerforliving.org,40.756422000000001,-73.968828000000002,1,,,,,1,,,,,,1,,1,,,,,
New York Center for Living Inc,OP Youth,226 East 52nd Street,,New York,10022,212-712-8800,www.centerforliving.org,40.756582000000002,-73.968684999999994,1,,,,,1,,,,,,1,,,,,,,
820 River Street Inc,Intensive Resident,1140 Pacific Street,,Brooklyn,11216,718-230-7780-208,,40.678153999999999,-73.954374000000001,1,,,,,,,,,,,,1,1,,1,,,1
Community Counseling Mediation Service,Alcohol and Substance Abuse Program,810 Classon Avenue,,Brooklyn,11238,718-230-5100,www.ccmnyc.org,40.672806620563797,-73.960799050131499,,,1,1,,1,,,,,,1,1,1,,1,,,
Paul J Cooper Center for Human Servs,Outpatient Alc/Substance Abuse Program,510 Gates Avenue,,Brooklyn,11216,718-346-5900-200,www.pauljcooper.org,40.686787000000002,-73.945629999999994,,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Freedom Institute Inc,Alcoholism Outpatient Clinic,515 Madison Avenue,21st Floor,New York,10022,212-838-0044,www.freedominstitute.org,40.759619000000001,-73.973940999999996,1,,,,,,,,,,,1,1,1,,,,,
Paul J Cooper Center for Human Servs,Drug Abuse Outpt Rehab Clinic,510 Gates Avenue,2nd Floor,Brooklyn,11216,718-346-5900x210,www.pauljcooper.org,40.686542000000003,-73.945430999999999,,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,
Jewish Board of Family/Childrens Servs,West Side School Day Treatment,317 West 52nd Street,,New York,10019,212-757-1207,http://jbfcs.org,40.763893000000003,-73.985799999999998,,1,,1,,,1,,,,,1,,,,,,,
North Crown Heights Family Outreach OP,,705-707 Franklin Avenu,,Brooklyn,11238,718-230-8600x101,,40.674478000000001,-73.956580000000002,1,,,1,,1,,,,,,,1,1,,1,,,
